Chr Gene nSNPs Start Stop Test-Stat Pvalue Error Best-SNP SNP-pvalue
22 C22orf29 10 19833660 19842371 6.80925378477805 0.600490080018607 4.25981110174784e-14 rs11913285 0.1758
22 C22orf30 1 32072241 32108731 1.61279040750787 0.204042010232023 0.0150121314958873 rs760908 0.2041
22 C22orf31 5 29454659 29457907 7.96702407731648 0.169771728260489 2.89808944710119e-09 rs2179129 0.1387
22 C22orf32 3 42475698 42480288 3.31103875544079 0.293426946676045 0.00112756291689338 rs1801311 0.1834
22 C22orf33 9 37387170 37403839 1.08465839571249 0.998773785103706 3.1380251836914e-14 rs131849 0.5538
22 C22orf36 7 24981590 24989035 4.5078088468537 0.596335833813418 2.10793335852775e-11 rs8136239 0.2096
22 C22orf39 2 19430894 19435220 0.860000311149712 0.641989727836226 1.2453662065383e-05 rs885975 0.3748
22 C22orf40 8 46639909 46646193 2.44630766682344 0.872028306691692 1.49564731614585e-13 rs4508712 0.3001
22 C22orf9 17 45588122 45636650 20.052678941075 0.290709125192657 1.27541948651147e-14 rs2138149 0.02249
22 CABIN1 5 24407764 24574596 1.71172915838942 0.818233226765551 1.75729635546829e-10 rs5996675 0.2874
22 CABP7 11 30116343 30127820 11.6496492401161 0.341404109551481 6.0997969064207e-14 rs140129 0.155199999999998
22 CACNA1I 13 39966757 40085741 9.00556583198028 0.671899404899099 1.42603447168227e-14 rs136809 0.0482999999999999
22 CACNG2 21 36960103 37098903 34.2236078507762 0.0832632626584784 2.8944573523094e-14 rs4390848 0.0202799999999999
22 CARD10 15 37886399 37915210 15.366059344614 0.370402052609285 1.14401699467769e-14 rs5756685 0.0737200000000003
22 CBX6 5 39260247 39268258 2.04853784151004 0.761246139436797 1.33692505183184e-10 rs4820357 0.3745
22 CBX7 10 39526778 39548538 17.4100868661576 0.111415249724261 1.20500569438397e-13 rs6001491 0.01859
22 CBY1 2 39052657 39069855 0.819913749817198 0.661285586928018 3.41965251996135e-05 rs760645 0.3672
22 CCDC116 5 21987085 21991616 6.6633990163518 0.249782621331907 5.78899260374965e-08 rs4821112 0.0494699999999996
22 CCDC134 8 42196677 42222303 2.5959925700944 0.841371727452269 1.84198617821097e-13 rs11702960 0.1868
22 CCT8L2 3 17071647 17073700 5.66572378195263 0.131225710917583 3.74059650234463e-06 rs2236639 0.0576299999999998
22 CDC42EP1 12 37956470 37965410 7.50664798003444 0.662477539295537 2.12624459584053e-14 rs7286335 0.203600000000001
22 CDC45L 3 19467415 19508135 2.32018963344032 0.491041284289468 8.91916443313711e-07 rs4819804 0.226899999999999
22 CECR1 18 17660191 17690779 11.5004633158401 0.805936537397498 1.47724505252545e-14 rs11912507 0.0765800000000006
22 CECR2 11 17956627 18033845 15.4060108294881 0.190249807185747 4.4971715190603e-14 rs2522314 0.0248
22 CECR5 16 17618409 17646177 9.97879141504247 0.7598232394971 1.39085620738407e-14 rs11912507 0.0765800000000006
22 CECR6 13 17597189 17602143 4.10591884109117 0.956120733715996 2.27395355323034e-14 rs5746996 0.3476
22 CELSR1 28 46756730 46933067 37.6275070217915 0.173817633025574 1.85660249141714e-14 rs5767265 0.0298299999999999
22 CENPM 4 42334740 42343148 3.2217502437388 0.451307356420351 3.56105142714099e-08 rs5996091 0.194500000000001
22 CERK 12 47080306 47134152 26.4298864668506 0.0281364716626586 1.0006917555861e-13 rs5769083 0.000813199999999998
22 CGI-96 7 42908569 42915808 4.27835967226566 0.64092889147626 1.00834102752226e-11 rs4822136 0.186
22 CHCHD10 4 24108020 24110141 0.649938694592223 0.910343617855604 2.62721642802365e-09 rs738792 0.6168
22 CHEK2 3 29083730 29137822 0.0433903583073397 0.997374773680529 2.12776144900613e-09 rs6005843 0.849
22 CHKB 8 51007289 51021394 6.77041643819385 0.477603722407507 4.63470107231151e-14 rs131779 0.1405
22 CLDN5 1 19510549 19512860 1.46018932229061 0.226913611834759 0.0139973783456935 rs4819804 0.226899999999999
22 CLTCL1 8 19166986 19279239 7.23699926572271 0.437430205381736 1.4642560966235e-12 rs2073740 0.219800000000001
22 COMT 11 19929308 19956530 13.9848070469323 0.250015556665121 4.2549939036688e-14 rs1005873 0.002887
22 CPT1B 8 51007289 51021394 6.77041643819385 0.477603722407507 4.63470107231151e-14 rs131779 0.1405
22 CRELD2 2 50312343 50321176 4.8103690720923 0.100019325367262 7.30675687605868e-05 rs1608 0.0332100000000002
22 CRKL 5 21271713 21307890 3.14511143065124 0.608657027203084 3.02092082573015e-10 rs178084 0.1878
22 CRYBA4 10 27017927 27026636 3.91836195574003 0.897838449571094 4.44738384835269e-14 rs4822743 0.252599999999999
22 CRYBB1 10 26995361 27013991 12.5090468804786 0.265759513689871 7.05597017161255e-14 rs4820685 0.0411999999999998
22 CRYBB2 14 25615611 25627836 9.59976752037263 0.712480054969187 1.75458363148933e-14 rs2011102 0.1485
22 CRYBB3 13 25595824 25603324 8.5390116249635 0.721299708543621 1.59602948380339e-14 rs2011102 0.1485
22 CSDC2 13 41957013 41972670 3.14335628873889 0.988962458362397 2.4624897962459e-14 rs9619974 0.1312
22 CSF2RB 13 37309674 37336479 4.38946469847981 0.95997188831569 2.46448924259139e-14 rs5756390 0.241900000000001
22 CSNK1E 5 38686696 38714089 5.52047523330991 0.353225586652059 6.57339003605442e-10 rs13054361 0.2094
22 CYB5R3 8 43014813 43045405 2.09964537310708 0.932956293946739 1.13332266504303e-13 rs130385 0.2527
22 CYP2D6 8 42522500 42526883 3.62329328494803 0.795535547332816 1.01010739634454e-13 rs1801311 0.1834
22 DDT 2 24313553 24322019 1.05069792240633 0.590305168144087 2.02777256341781e-05 rs9624364 0.448
22 DDTL 2 24309025 24314748 1.05069792240633 0.590305168144087 2.02777256341781e-05 rs9624364 0.448
22 DDX17 9 38879442 38902345 11.5798303038737 0.240467477986434 7.62510912479927e-14 rs17753650 0.00869599999999997
22 DEPDC5 9 32150068 32303001 3.8084099916452 0.914025943078972 4.37474373696043e-14 rs5994446 0.1669
22 DERL3 9 24176689 24181201 6.55233293937188 0.667961030200979 3.89917870304559e-14 rs2330626 0.06665
22 DGCR14 9 19117791 19132190 1.58658070953587 0.995638642561685 3.75811680671775e-14 rs16983371 0.3508
22 DGCR2 9 19023794 19109967 2.10540710883479 0.987623488980579 5.16838415243022e-14 rs16983371 0.3508
22 DGCR6 9 18893735 18899601 11.9114717140778 0.221784115693855 8.26067984352812e-14 rs759406 0.0178300000000001
22 DGCR6L 9 20301799 20307608 0.839289686033569 0.999651615312092 3.28975000825143e-14 rs12628408 0.3596
22 DGCR8 9 20067833 20099400 20.918174519187 0.0179312246537893 2.16984915722806e-13 rs11089328 0.0224600000000001
22 DMC1 4 38914953 38966189 2.42735777360686 0.63852529462498 8.01428746363567e-09 rs1980455 0.206
22 DNAJB7 5 41255553 41258130 2.10504856654886 0.607425703324876 3.21391451284481e-09 rs138354 0.2311
22 DNAL4 7 39174512 39190161 2.71019858412364 0.827696625793267 2.1476322373106e-13 rs5750678 0.3768
22 DRG1 4 31795538 31830172 0.197307341549308 0.977984680561474 2.42249519320252e-10 rs5749272 0.720199999999999
22 DUSP18 12 31058038 31063872 5.80207443813812 0.835460586845511 3.19130652533121e-14 rs4820893 0.0503399999999999
22 EFCAB6 16 43924653 44208118 19.7846304798027 0.266134148084437 2.24354564506397e-14 rs9625943 0.06864
22 EIF3D 15 36906896 36925277 33.0075955993986 0.0293066057629874 7.38908585001468e-14 rs5756219 0.01164
22 EIF3EIP 4 38245369 38284638 6.06279587260648 0.198869064415413 7.72068768021098e-08 rs929104 0.0238199999999999
22 EIF4ENIF1 4 31835354 31885704 0.47486165335472 0.933873161747984 1.29649824641346e-09 rs5753669 0.5949
22 ELFN2 16 37763999 37823505 12.1335373557975 0.637793844910703 9.4085372776832e-15 rs5756685 0.0737200000000003
22 EMID1 4 29601952 29655586 4.97476108121395 0.28707887234527 3.42821953613673e-08 rs4820804 0.0477099999999999
22 ENTHD1 14 40139048 40289794 17.5783940784368 0.254684845885986 2.05622584180214e-14 rs137985 0.001407
22 EP300 7 41488613 41576081 10.5365126468502 0.184983526776688 1.12167766232561e-10 rs139453 0.0397099999999999
22 EWSR1 3 29664016 29696515 4.9662511550008 0.174216158589959 1.78884712709392e-06 rs4820804 0.0477099999999999
22 FAM109B 3 42470254 42475442 3.31103875544079 0.293426946676045 0.00112756291689338 rs1801311 0.1834
22 FAM118A 7 45705080 45737836 6.18948620728262 0.471917964837376 5.44550857605755e-13 rs2742648 0.148699999999999
22 FAM152B 4 41996935 42016916 0.865108197975703 0.787293941798059 8.41843401042387e-08 rs17002523 0.3695
22 FAM19A5 57 48885287 49147744 71.2643078260173 0.18992304178952 1.34351840838315e-14 rs9617449 0.000358199999999997
22 FAM83F 5 40390952 40426043 4.83462230827031 0.419156195464576 6.03113670912107e-10 rs3021274 0.09031
22 FBLN1 26 45898718 45997014 26.6272384973303 0.409539138579281 4.62799566615519e-15 rs2071869 0.0223699999999999
22 FBXO7 21 32870706 32894818 46.225564401181 0.016445944498488 3.91053811532362e-14 rs5749452 0.00233099999999999
22 FOXRED2 11 36883232 36903148 30.5452556326632 0.0187608020155582 2.46481310996105e-13 rs5756219 0.01164
22 GAB4 13 17442826 17489112 10.1662667700326 0.579682289373688 9.91687330731543e-15 rs2399153 0.200799999999999
22 GAL3ST1 6 30950623 30960876 7.00031598500741 0.3114949123944 1.06269027116385e-10 rs4820864 0.0716900000000003
22 GALR3 2 38219388 38221502 5.67633072390035 0.0611893724577468 4.79997719864277e-05 rs929104 0.0238199999999999
22 GAS2L1 3 29702996 29708774 7.25656910081741 0.078351349255824 5.76544218295123e-06 rs4820804 0.0477099999999999
22 GCAT 2 38203954 38212904 5.67633072390035 0.0611893724577468 4.79997719864277e-05 rs929104 0.0238199999999999
22 GGA1 8 38004502 38029571 11.6618622449559 0.189871446711431 1.15372584574521e-12 rs2899292 0.0159699999999999
22 GGT1 7 24979717 25024972 4.5078088468537 0.596335833813418 2.10793335852775e-11 rs8136239 0.2096
22 GGT5 4 24615621 24641110 1.69285641468684 0.694361287201611 1.85695162168468e-08 rs5996675 0.2874
22 GGTLC2 3 22988779 22990368 1.73335127503756 0.621114866760648 5.55759847558826e-07 rs3814997 0.304000000000001
22 GNAZ 10 23412668 23467221 10.7753663505845 0.335748248107664 5.42315328794535e-14 rs6003472 0.122300000000001
22 GNB1L 12 19775933 19842462 8.44923437799008 0.584980943729125 2.64059819527381e-14 rs11913285 0.1758
22 GP1BB 12 19711065 19712297 3.73354023141909 0.903993537682221 3.10229720262377e-14 rs5993790 0.2245
22 GRAMD4 18 47022657 47075688 43.543517967735 0.0160161150216937 4.39241883832412e-14 rs5769083 0.000813199999999998
22 GRAP2 12 40297085 40367384 17.8031311854966 0.16820223865238 4.51746302893689e-14 rs137985 0.001407
22 GSC2 5 19136503 19137796 2.78656280318608 0.673219532743295 2.54778672851409e-10 rs1061325 0.313800000000001
22 GSTT1 1 24376138 24384284 0.474990981108387 0.490714652308499 0.00801488835426535 rs140289 0.4907
22 GSTT2-1 3 24299600 24303393 2.85494409358169 0.411078847737025 1.11215396141475e-06 rs9608216 0.1792
22 GSTT2-2 2 24322313 24326106 1.05069792240633 0.590305168144087 2.02777256341781e-05 rs9624364 0.448
22 GSTT2B 3 24299600 24303368 2.85494409358169 0.411078847737025 1.11215396141475e-06 rs9608216 0.1792
22 GTPBP1 4 39101806 39129592 1.21126046430056 0.865066217797418 2.08418518003783e-09 rs5750678 0.3768
22 GTSE1 10 46692694 46729595 7.73680565501169 0.481398358859189 4.33079282572089e-14 rs9615960 0.0471600000000002
22 H1F0 2 38201113 38203443 5.67633072390035 0.0611893724577468 4.79997719864277e-05 rs929104 0.0238199999999999
22 HDAC10 4 50683612 50689814 10.1048590197326 0.059774118638252 2.32117760291595e-07 rs4838865 0.0133
22 HIC2 1 21771692 21805750 1.93786993484131 0.163928787275755 0.0170949367265945 rs460106 0.1639
22 HIRA 8 19318223 19419219 5.91096380869974 0.541913606758719 6.0313716349243e-13 rs2283650 0.1803
22 HMG2L1 4 35653488 35691800 2.92761429101755 0.552316399572704 1.11736556318306e-08 rs4467 0.2361
22 HMOX1 9 35777086 35790194 5.84125738616244 0.682882688515589 4.71653833384713e-14 rs1078979 0.1183
22 HORMAD2 7 30476452 30573062 5.87762260920245 0.485675724000276 3.42648644786659e-11 rs5753021 0.1478
22 HPS4 16 26847445 26879820 6.95209970528767 0.867499370459021 1.94487841631709e-14 rs3747137 0.131499999999999
22 HSCB 3 29138042 29153496 0.0433903583073397 0.997374773680529 2.12776144900613e-09 rs6005843 0.849
22 HTF9C 9 20099397 20104768 16.7945718281567 0.112424138664849 6.40735472596525e-12 rs11089328 0.0224600000000001
22 IGLL1 13 23915312 23922495 20.2356616955971 0.135618402427459 5.11578793948334e-14 rs4822423 0.0195000000000001
22 IGLL3 6 25713887 25716192 2.66980829632096 0.71837498514768 4.6042765328517e-11 rs8139746 0.2648
22 IL17RA 15 17565848 17591389 4.40343385512465 0.977653406281584 2.17190661728332e-14 rs5746996 0.3476
22 IL17REL 9 50432941 50451055 6.438612757599 0.566634740763953 5.00393898561846e-14 rs137885 0.126700000000001
22 IL2RB 15 37521879 37545962 13.1309755395609 0.557332889187801 5.21023108732228e-15 rs228904 0.0728499999999998
22 ISX 18 35462129 35483380 17.7011351818696 0.416947257445779 5.7599859603074e-15 rs733853 0.0457699999999998
22 JOSD1 2 39081625 39096269 0.819913749817198 0.661285586928018 3.41965251996135e-05 rs760645 0.3672
22 KCNJ4 9 38822332 38851203 11.1318645153345 0.269804244239354 6.01455915186479e-14 rs17753650 0.00869599999999997
22 KCTD17 6 37447778 37459430 6.23526162567559 0.385890637245364 2.06182337557981e-11 rs228904 0.0728499999999998
22 KDELR3 9 38864082 38879445 11.7329871154241 0.234151951829994 8.42955122063545e-14 rs17753650 0.00869599999999997
22 KIAA1644 16 44639556 44708731 18.1802802606859 0.31775274042156 1.38892988558536e-14 rs12162979 0.0467499999999998
22 KLHDC7B 7 50986461 50988543 6.09201105604392 0.44935585488616 9.00932853774718e-13 rs131779 0.1405
22 KLHL22 11 20795805 20850122 15.2497274860759 0.206659352994155 4.53403826489218e-14 rs361603 0.0172500000000001
22 KREMEN1 6 29469105 29542808 7.28204826844649 0.288626371436755 5.5625927077459e-11 rs2179129 0.1387
22 L3MBTL2 8 41601312 41627275 17.6394232767499 0.0843940384261532 2.96776034975192e-10 rs139531 0.0137899999999999
22 LARGE 70 33669061 34316416 63.9799545543854 0.600200194516503 3.94510031219543e-15 rs8142640 0.0246799999999999
22 LDOC1L 7 44888449 44894005 2.8564154399381 0.773891825587104 4.92424406179861e-13 rs4823329 0.118900000000001
22 LGALS1 6 38071612 38075809 15.3141900936618 0.0496678537900755 4.90832746049624e-09 rs2899292 0.0159699999999999
22 LGALS2 10 37966252 37976024 8.19393464712578 0.524732241585092 2.1159238812782e-14 rs7286335 0.203600000000001
22 LIF 9 30636442 30642748 1.43870355167124 0.985926465909719 4.53445339135992e-14 rs5997592 0.263600000000001
22 LIMK2 8 31608249 31676066 1.19487076067881 0.956738648748581 1.24427858646863e-13 rs4615 0.4658
22 LMF2 6 50941379 50946113 6.04007599836514 0.383339724099411 2.91113531439265e-11 rs131779 0.1405
22 LOC150297 9 32545518 32555243 14.7079583571142 0.163569611007905 2.28096381469168e-11 rs5753868 0.0508799999999999
22 LOC388910 10 44965218 44968329 5.84406940987831 0.786338270350265 4.2156796005672e-14 rs11912636 0.1237
22 LOC402057 5 32435434 32435974 3.42691135997128 0.533819012846317 1.63080599317864e-09 rs130407 0.298100000000001
22 LOC440836 6 50968854 50971008 6.09043174742413 0.367036160918393 3.56605435838592e-11 rs131779 0.1405
22 LOC51233 10 23950638 23974487 11.0337355153905 0.346456526575834 2.99740898936673e-14 rs9624230 0.03042
22 LOC550631 4 30753035 30772818 5.12129051403002 0.270248071219112 1.25767085054783e-06 rs1076296 0.06272
22 LOC553158 33 45110468 45258664 26.9843822415325 0.68894610528563 7.33504515700445e-15 rs5765061 0.0567799999999999
22 LOC644186 8 50989540 51001328 8.20871299089384 0.368796135341642 6.7910911339593e-14 rs131779 0.1405
22 LOC652968 10 30681106 30685616 0.877922315793302 0.998153766311898 3.47401977436614e-14 rs4823087 0.3941
22 LRP5L 7 25747426 25758524 2.63646208400174 0.774874652988593 1.47938044855976e-12 rs8139746 0.2648
22 LZTR1 7 21336557 21353326 2.5698587404786 0.877496981516787 1.66346327326676e-13 rs1548412 0.3186
22 MAFF 4 38597997 38612514 8.02749519977542 0.106861548930249 1.4322829222917e-07 rs4444637 0.01224
22 MAP3K7IP1 3 39795758 39833132 3.69979451071635 0.283082271021163 1.88467567209427e-06 rs1003538 0.189299999999999
22 MAPK1 8 22113946 22221970 9.42149228576488 0.292194046052736 1.80055996446839e-13 rs9610417 0.0315699999999999
22 MAPK11 3 50702141 50708779 9.08730539552274 0.0419513728245465 8.26965332404875e-06 rs4838865 0.0133
22 MAPK12 3 50691330 50700089 9.08730539552274 0.0419513728245465 8.26965332404875e-06 rs4838865 0.0133
22 MAPK8IP2 8 51039130 51049979 6.17713926795183 0.583077048879415 5.80065091751841e-14 rs2269379 0.1457
22 MB 8 36002810 36019401 4.45299602109599 0.729320927522253 7.81636636690299e-14 rs5750135 0.106
22 MCAT 8 43528211 43539403 11.1870743466369 0.21249796442917 1.38790221102236e-12 rs8141749 0.0461300000000001
22 MCHR1 8 NA NA 1.71166891720097 0.966563920495564 9.1231163991001e-14 rs8136721 0.304199999999999
22 MCM5 6 35796115 35820495 4.31873142888434 0.59285866299333 8.27788532215854e-12 rs1078979 0.1183
22 MED15 12 20861885 20941919 9.86318307055011 0.573442155411139 1.11983995875481e-14 rs165674 0.1403
22 MEI1 6 42095517 42195459 2.58228818395741 0.763978416344367 6.65255544915317e-12 rs132806 0.179799999999999
22 MFNG 15 37865102 37882385 13.2296410298744 0.479231781754638 7.41826069611935e-15 rs5756685 0.0737200000000003
22 MGAT3 3 39853324 39888199 2.29298769327047 0.511318397786641 3.53411534642081e-07 rs1003538 0.189299999999999
22 MGC70863 3 51195513 51237934 3.2031412789911 0.340125701880742 1.73529569518816e-06 rs2285395 0.1181
22 MICAL3 20 18317100 18507325 20.3058345658592 0.410626224590574 5.09012961695871e-15 rs424923 0.0811000000000004
22 MICALL1 4 38302345 38338026 1.14106544214199 0.801702461714789 7.26795872994822e-09 rs17752670 0.3686
22 MIF 9 24236564 24237409 18.2717253367587 0.0815572866567095 1.88190702258644e-12 rs2012124 0.00481699999999998
22 MIOX 5 50925212 50928750 3.86760154350805 0.52714314563284 3.83435702280622e-10 rs131817 0.141
22 MKL1 6 40806291 41032690 1.95421588706462 0.865892493665678 1.75591219874627e-12 rs8135371 0.248499999999999
22 MLC1 14 50497819 50524358 6.81612786483911 0.850409657936896 2.0346015102443e-14 rs137885 0.126700000000001
22 MMP11 6 24115035 24126503 1.73904182015579 0.882371891394836 3.2284252359321e-12 rs5996618 0.3959
22 MN1 20 28144264 28197486 16.6705853906903 0.621647066463496 6.53688178371819e-15 rs2283844 0.0463900000000002
22 MORC2 3 31322599 31364187 5.96412570246629 0.125168243039017 3.61202358261534e-06 rs11089481 0.0213099999999999
22 MOV10L1 11 50528493 50600116 10.802091095713 0.419871839056661 1.29639264666726e-14 rs735119 0.01798
22 MPPED1 11 NA NA 26.5297350034514 0.0287215844610382 1.53343880254414e-13 rs11704226 0.0242599999999999
22 MPST 6 37415701 37425863 1.07381680911354 0.976850058992189 2.64586548923972e-13 rs855789 0.3961
22 MRPL40 3 19420035 19423596 0.938529932366959 0.809256085835979 1.54266001527931e-07 rs885975 0.3748
22 MTMR3 5 30279157 30426857 2.6798035258957 0.703624148176504 2.13065686974186e-10 rs9625870 0.126099999999999
22 MTP18 5 30821719 30825041 0.727477332701278 0.970778574334751 7.7757601751807e-12 rs4820853 0.4903
22 MYH9 22 36677325 36783981 66.6037687101881 0.00404844616263789 5.49896709532656e-14 rs713839 0.00320299999999999
22 MYO18B 45 26138119 26427007 50.7339227246547 0.293777441439554 1.01810489276304e-14 rs133845 0.002617
22 NAGA 3 42454337 42466846 3.31103875544079 0.293426946676045 0.00112756291689338 rs1801311 0.1834
22 NCAPH2 8 50946644 50961913 6.55794301560197 0.520095802821951 3.86703581257573e-14 rs131779 0.1405
22 NCF4 11 37257029 37274059 2.97015548444257 0.976065241724021 3.00395117439736e-14 rs5756390 0.241900000000001
22 NDUFA6 3 42481529 42486888 3.31103875544079 0.293426946676045 0.00112756291689338 rs1801311 0.1834
22 NEFH 4 29876218 29887277 1.25093251783988 0.855797350954197 1.69877208049573e-09 rs2283859 0.4182
22 NF2 11 29999544 30094589 8.79941725395987 0.520623793269029 2.16361611855485e-14 rs2267151 0.1927
22 NFAM1 15 42776413 42828401 8.58557850930944 0.740979129546022 1.93595387265091e-14 rs8139063 0.1241
22 NHP2L1 1 42069936 42084913 1.79927639348736 0.179811798228452 0.0160478255661715 rs132806 0.179799999999999
22 NIPSNAP1 5 29950797 29977144 5.61329529038509 0.328257472836076 1.79758828279421e-09 rs5763315 0.0812700000000004
22 NOL12 6 38082343 38089485 15.7294734965464 0.0596890846505415 3.58239057794932e-08 rs2899292 0.0159699999999999
22 NPTXR 6 39214456 39240017 1.8538326633388 0.852067588846918 3.1404370263293e-12 rs741977 0.414
22 NUP50 15 45559725 45583890 12.7854405064501 0.525384261654453 8.59676321593752e-15 rs738180 0.0479799999999999
22 OSBP2 21 31090792 31303811 15.997133394344 0.646246766613952 8.50180751273159e-15 rs11089481 0.0213099999999999
22 OSM 9 30658818 30662840 2.12445474601049 0.960207228941838 5.18976897234679e-14 rs5997592 0.263600000000001
22 P2RX6 8 21369463 21382302 6.48289766109608 0.550897599365956 3.53852001516335e-14 rs9625422 0.106299999999999
22 PACSIN2 6 43266936 43343047 3.8619479041646 0.551920862893857 1.38325550278533e-10 rs8139013 0.0723200000000001
22 PANX2 6 50609159 50618724 17.4282983625033 0.0153504558516832 6.50036714997723e-10 rs4838865 0.0133
22 PARVB 49 44395172 44565103 40.3184131618837 0.670353243171143 7.7080270409015e-15 rs133909 0.004992
